year,tech,role,stage,exports,imports,balance
2002,Electrolyzers,Processed Material,Midstream,71115.24799999999,276264.18299999996,-205148.93499999997
2002,Electrolyzers,Process Equipment,Downstream,23939.529499999993,433100.377,-409160.8475
2002,Electrolyzers,Process Equipment,Midstream,1575.2105000000001,15434.063,-13858.8525
2002,Electrolyzers,Raw Material,Upstream,522.803,24344.083,-23821.28
2002,Electrolyzers,Final Product,Final Product,307.3025,2179.88,-1872.5775
2003,Electrolyzers,Product Component,Downstream,141024.54900000003,338849.743,-197825.194
2003,Electrolyzers,Processed Material,Midstream,115404.20900000005,251820.33899999998,-136416.12999999995
2003,Electrolyzers,Process Equipment,Downstream,48214.70799999998,323322.4039999999,-275107.69599999994
2003,Electrolyzers,Process Equipment,Midstream,1714.3750000000002,11196.93,-9482.555
2003,Electrolyzers,Product Component,Midstream,15360.904,23621.397,-8260.493
2003,Electrolyzers,Final Product,Final Product,759.252,890.274,-131.02200000000005
2003,Electrolyzers,Raw Material,Upstream,1630.072,36586.407999999996,-34956.335999999996
2004,Electrolyzers,Product Component,Downstream,201736.473,344208.8669999999,-142472.3939999999
2004,Electrolyzers,Processed Material,Midstream,114961.016,370893.49899999995,-255932.48299999995
2004,Electrolyzers,Process Equipment,Downstream,49240.187,488507.6125,-439267.4255
2004,Electrolyzers,Process Equipment,Midstream,2562.348,10942.1875,-8379.8395
2004,Electrolyzers,Product Component,Midstream,18977.443,30228.454999999998,-11251.011999999999
2004,Electrolyzers,Raw Material,Upstream,1374.7289999999998,96214.77699999999,-94840.04799999998
2004,Electrolyzers,Final Product,Final Product,502.001,5367.213500000001,-4865.2125000000005
2005,Electrolyzers,Processed Material,Midstream,182718.58500000002,453706.024,-270987.43899999995
2005,Electrolyzers,Product Component,Downstream,288493.0899999998,405156.48199999984,-116663.39200000005
2005,Electrolyzers,Process Equipment,Downstream,87385.00849999994,726706.6325,-639321.6240000001
2005,Electrolyzers,Process Equipment,Midstream,4982.6375,13411.6355,-8428.998
2005,Electrolyzers,Product Component,Midstream,25405.837,59945.792,-34539.955
2005,Electrolyzers,Raw Material,Upstream,4447.032999999999,202169.03,-197721.997
2005,Electrolyzers,Final Product,Final Product,2223.8175,3657.469,-1433.6515
2006,Electrolyzers,Processed Material,Midstream,265205.5910000001,577521.8900000001,-312316.29900000006
2006,Electrolyzers,Process Equipment,Downstream,71393.29750000002,1078002.5219999999,-1006609.2244999999
2006,Electrolyzers,Product Component,Downstream,344489.87400000007,455252.31700000004,-110762.44299999997
2006,Electrolyzers,Process Equipment,Midstream,4109.4175000000005,15898.545000000002,-11789.127500000002
2006,Electrolyzers,Product Component,Midstream,45036.766,65933.39499999999,-20896.628999999986
2006,Electrolyzers,Final Product,Final Product,913.9784999999999,1267.1644999999999,-353.1859999999999
2006,Electrolyzers,Raw Material,Upstream,9573.56,171215.805,-161642.245
2007,Electrolyzers,Product Component,Downstream,364088.4939999999,688874.4519999999,-324785.95800000004
2007,Electrolyzers,Processed Material,Midstream,247216.51500000016,779126.22,-531909.7049999998
2007,Electrolyzers,Process Equipment,Downstream,110820.31100000003,1613952.1564999993,-1503131.8454999994
2007,Electrolyzers,Process Equipment,Midstream,5089.670999999999,21194.0595,-16104.388500000001
2007,Electrolyzers,Raw Material,Upstream,21374.627,202461.63599999997,-181087.00899999996
2007,Electrolyzers,Product Component,Midstream,33790.905999999995,79184.286,-45393.38
2007,Electrolyzers,Final Product,Final Product,715.577,8317.3055,-7601.7285
2008,Electrolyzers,Processed Material,Midstream,271452.88499999983,1024601.2259999999,-753148.341
2008,Electrolyzers,Product Component,Downstream,425406.591,931590.9580000003,-506184.3670000003
2008,Electrolyzers,Process Equipment,Downstream,126882.06100000005,2240129.9029999976,-2113247.8419999974
2008,Electrolyzers,Process Equipment,Midstream,7594.831,30071.538999999997,-22476.708
2008,Electrolyzers,Raw Material,Upstream,19069.793000000005,261679.13399999996,-242609.34099999996
2008,Electrolyzers,Product Component,Midstream,39185.873999999996,96408.741,-57222.867
2008,Electrolyzers,Final Product,Final Product,1480.5210000000002,12734.396500000003,-11253.875500000002
2009,Electrolyzers,Processed Material,Midstream,253174.2150000001,748977.1219999996,-495802.90699999954
2009,Electrolyzers,Product Component,Downstream,351771.02600000007,799434.5479999998,-447663.52199999976
2009,Electrolyzers,Process Equipment,Downstream,99528.38550000002,1413197.1769999994,-1313668.7914999994
2009,Electrolyzers,Process Equipment,Midstream,9646.5105,25277.697,-15631.1865
2009,Electrolyzers,Product Component,Midstream,16008.085,85124.52600000001,-69116.44100000002
2009,Electrolyzers,Final Product,Final Product,4494.84,9149.2145,-4654.3745
2009,Electrolyzers,Raw Material,Upstream,6817.343999999999,67848.887,-61031.543000000005
2010,Electrolyzers,Processed Material,Midstream,362482.493,1038439.6280000003,-675957.1350000002
2010,Electrolyzers,Product Component,Downstream,349535.05499999993,1231362.0459999996,-881826.9909999997
2010,Electrolyzers,Process Equipment,Downstream,101453.56499999999,2738543.6854999997,-2637090.1204999997
2010,Electrolyzers,Product Component,Midstream,21213.497,126654.348,-105440.851
2010,Electrolyzers,Process Equipment,Midstream,8282.936,31450.799499999994,-23167.863499999992
2010,Electrolyzers,Raw Material,Upstream,10613.269000000002,96664.777,-86051.508
2010,Electrolyzers,Final Product,Final Product,176.808,5322.5935,-5145.7855
2011,Electrolyzers,Processed Material,Midstream,535617.1899999997,1254547.586,-718930.3960000002
2011,Electrolyzers,Product Component,Downstream,478908.5499999999,1097075.712,-618167.1620000002
2011,Electrolyzers,Process Equipment,Downstream,135098.26849999995,1555458.6585000001,-1420360.3900000001
2011,Electrolyzers,Process Equipment,Midstream,14668.697499999997,35294.423500000004,-20625.72600000001
2011,Electrolyzers,Product Component,Midstream,21452.502,175756.69999999998,-154304.19799999997
2011,Electrolyzers,Raw Material,Upstream,111857.56000000001,111663.76999999999,193.7900000000227
2011,Electrolyzers,Final Product,Final Product,315.134,6661.39,-6346.256
2012,Electrolyzers,Processed Material,Midstream,444210.0110000001,1241445.772,-797235.7609999999
2012,Electrolyzers,Product Component,Downstream,444054.72800000006,1201782.7990000003,-757728.0710000002
2012,Electrolyzers,Process Equipment,Downstream,108041.69699999997,1431720.4979999992,-1323678.8009999993
2012,Electrolyzers,Process Equipment,Midstream,7426.537000000001,43131.535,-35704.998
2012,Electrolyzers,Product Component,Midstream,41448.252,126509.39,-85061.138
2012,Electrolyzers,Raw Material,Upstream,135723.26900000003,170444.066,-34720.79699999996
2012,Electrolyzers,Final Product,Final Product,418.09850000000006,6954.5715,-6536.473
2013,Electrolyzers,Product Component,Downstream,357802.0859999999,1331998.6749999998,-974196.5889999999
2013,Electrolyzers,Process Equipment,Downstream,107209.30000000003,1435055.0740000005,-1327845.7740000004
2013,Electrolyzers,Process Equipment,Midstream,13393.006,52143.679,-38750.672999999995
2013,Electrolyzers,Processed Material,Midstream,357358.4470000001,1244706.563,-887348.1159999999
2013,Electrolyzers,Product Component,Midstream,39106.235,199486.09499999997,-160379.86
2013,Electrolyzers,Raw Material,Upstream,66276.914,133483.179,-67206.265
2013,Electrolyzers,Final Product,Final Product,75.4835,22498.571500000002,-22423.088000000003
2014,Electrolyzers,Product Component,Downstream,414298.82700000005,1169265.9080000003,-754967.0810000002
2014,Electrolyzers,Process Equipment,Downstream,102878.16949999997,1332189.4805,-1229311.311
2014,Electrolyzers,Processed Material,Midstream,339004.06800000014,1269749.886,-930745.8179999997
2014,Electrolyzers,Raw Material,Upstream,177282.60499999998,114820.013,62462.591999999975
2014,Electrolyzers,Product Component,Midstream,26929.987999999998,187223.719,-160293.73100000003
2014,Electrolyzers,Process Equipment,Midstream,16872.713499999998,55054.5065,-38181.793000000005
2014,Electrolyzers,Final Product,Final Product,2512.7394999999997,8719.955999999998,-6207.216499999999
2015,Electrolyzers,Product Component,Downstream,344149.734,903915.4439999999,-559765.71
2015,Electrolyzers,Process Equipment,Downstream,84481.146,1211729.0465000002,-1127247.9005000002
2015,Electrolyzers,Processed Material,Midstream,325738.29399999994,1045924.3459999999,-720186.0519999999
2015,Electrolyzers,Product Component,Midstream,32488.684999999998,145147.60700000002,-112658.92200000002
2015,Electrolyzers,Process Equipment,Midstream,5473.523999999999,35759.5455,-30286.021500000003
2015,Electrolyzers,Final Product,Final Product,2240.7125,12989.363000000001,-10748.650500000002
2015,Electrolyzers,Raw Material,Upstream,147502.61899999998,106297.76,41204.85899999998
2016,Electrolyzers,Processed Material,Midstream,304889.705,941039.5320000004,-636149.8270000003
2016,Electrolyzers,Product Component,Downstream,510803.2749999999,1003349.9569999999,-492546.68200000003
2016,Electrolyzers,Process Equipment,Downstream,85275.48849999995,849111.3459999997,-763835.8574999997
2016,Electrolyzers,Raw Material,Upstream,64045.359,50604.62699999999,13440.732000000004
2016,Electrolyzers,Product Component,Midstream,18277.115,132378.63700000002,-114101.52200000001
2016,Electrolyzers,Process Equipment,Midstream,6758.021499999999,23476.982000000004,-16718.960500000005
2016,Electrolyzers,Final Product,Final Product,588.0219999999999,2625.3250000000003,-2037.3030000000003
2017,Electrolyzers,Product Component,Downstream,374315.5759999998,850378.5545000001,-476062.97850000026
2017,Electrolyzers,Process Equipment,Downstream,121115.68275198419,854311.93121627,-733196.2484642857
2017,Electrolyzers,Process Equipment,Midstream,7308.479,23730.3185,-16421.839500000002
2017,Electrolyzers,Processed Material,Midstream,319522.0829999999,795022.979,-475500.8960000001
2017,Electrolyzers,Product Component,Midstream,18195.037999999997,154096.03399999999,-135900.99599999998
2017,Electrolyzers,Final Product,Final Product,3021.7374999999997,6868.8685000000005,-3847.1310000000008
2017,Electrolyzers,Raw Material,Upstream,12890.045,66771.84300000001,-53881.79800000001
2018,Electrolyzers,Product Component,Downstream,294213.768,897389.2779999999,-603175.51
2018,Electrolyzers,Processed Material,Midstream,405017.6889999999,979874.3930000004,-574856.7040000005
2018,Electrolyzers,Process Equipment,Downstream,120695.49881944443,751740.5772341271,-631045.0784146826
2018,Electrolyzers,Product Component,Midstream,32442.32,152094.16499999998,-119651.84499999997
2018,Electrolyzers,Process Equipment,Midstream,7115.812000000001,28692.646999999997,-21576.834999999995
2018,Electrolyzers,Raw Material,Upstream,30946.465000000004,117100.806,-86154.34099999999
2018,Electrolyzers,Final Product,Final Product,2028.577,4104.376,-2075.799
2019,Electrolyzers,Product Component,Downstream,371849.4640000001,1044971.1215,-673121.6575
2019,Electrolyzers,Process Equipment,Downstream,123848.56008333339,784661.8912916664,-660813.331208333
2019,Electrolyzers,Processed Material,Midstream,421656.3699999999,1145862.459,-724206.0890000002
2019,Electrolyzers,Raw Material,Upstream,13092.467,126566.046,-113473.579
2019,Electrolyzers,Product Component,Midstream,44844.388000000006,178155.50400000002,-133311.116
2019,Electrolyzers,Process Equipment,Midstream,7559.0595,35850.67,-28291.6105
2019,Electrolyzers,Final Product,Final Product,733.937,1444.3919999999998,-710.4549999999998
2020,Electrolyzers,Product Component,Downstream,343748.09150000016,924163.4065000003,-580415.3150000002
2020,Electrolyzers,Processed Material,Midstream,246139.13000000003,1075062.164,-828923.0340000001
2020,Electrolyzers,Raw Material,Upstream,109942.31999999999,95717.136,14225.183999999994
2020,Electrolyzers,Product Component,Midstream,38830.088,154781.622,-115951.534
2020,Electrolyzers,Process Equipment,Downstream,85600.74824206348,689943.894827381,-604343.1465853176
2020,Electrolyzers,Process Equipment,Midstream,8335.870499999999,31305.409499999998,-22969.538999999997
2020,Electrolyzers,Final Product,Final Product,2112.4575,6265.6125,-4153.155000000001
2021,Electrolyzers,Product Component,Downstream,429151.8660000002,1357886.3240000005,-928734.4580000003
2021,Electrolyzers,Process Equipment,Downstream,111833.587875,946674.0233968254,-834840.4355218254
2021,Electrolyzers,Processed Material,Midstream,344187.3299999999,1312107.5769999998,-967920.247
2021,Electrolyzers,Raw Material,Upstream,249501.15999999997,259953.12699999998,-10451.967000000004
2021,Electrolyzers,Product Component,Midstream,28953.599,180168.553,-151214.95400000003
2021,Electrolyzers,Process Equipment,Midstream,14251.452499999998,29151.4605,-14900.008000000003
2021,Electrolyzers,Final Product,Final Product,289.03,5557.970499999999,-5268.9405
2022,Electrolyzers,Product Component,Downstream,309383.43100000004,1092661.7369999997,-783278.3059999996
2022,Electrolyzers,Process Equipment,Downstream,147874.29899999997,754254.9269999997,-606380.6279999997
2022,Electrolyzers,Processed Material,Midstream,373787.15900000016,1490175.348,-1116388.1889999998
2022,Electrolyzers,Raw Material,Upstream,337685.957,313985.213,23700.744000000006
2022,Electrolyzers,Product Component,Midstream,34953.333,248485.70700000002,-213532.374
2022,Electrolyzers,Process Equipment,Midstream,10650.152999999998,36419.113000000005,-25768.960000000006
2022,Electrolyzers,Final Product,Final Product,894.5665,11462.719000000001,-10568.1525
2023,Electrolyzers,Product Component,Downstream,537384.8460000004,1141423.0419999997,-604038.1959999993
2023,Electrolyzers,Process Equipment,Downstream,138507.787,750086.3365000003,-611578.5495000003
2023,Electrolyzers,Process Equipment,Midstream,14698.364,48797.18550000001,-34098.821500000005
2023,Electrolyzers,Processed Material,Midstream,340766.054,1192618.3129999998,-851852.2589999998
2023,Electrolyzers,Product Component,Midstream,22795.554,216236.089,-193440.535
2023,Electrolyzers,Final Product,Final Product,4464.8385,26936.1195,-22471.281000000003
2023,Electrolyzers,Raw Material,Upstream,283276.395,351813.4379999999,-68537.04299999989
2024,Electrolyzers,Product Component,Downstream,750796.7030000002,1483142.3870000006,-732345.6840000004
2024,Electrolyzers,Processed Material,Midstream,308465.519,1385342.105,-1076876.5860000001
2024,Electrolyzers,Process Equipment,Downstream,186532.95899999992,885695.1769999999,-699162.218
2024,Electrolyzers,Product Component,Midstream,39744.006,228393.48100000003,-188649.47500000003
2024,Electrolyzers,Process Equipment,Midstream,18643.326,40167.656,-21524.33
2024,Electrolyzers,Raw Material,Upstream,263081.51200000005,400675.404,-137593.89199999993
2024,Electrolyzers,Final Product,Final Product,1557.3825000000002,41575.53,-40018.1475
